"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1958-06",,,"0",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","47",",0,28,","0",",,0,30,+","0.0",",,0,30,+","0.36",",,0,09,","74",",0,05,",,,"99",",0","0.71",",,,0","0.0",",,,0","61.7",",0","68.3",",,,0","55.1",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1958-07",,,"0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","50",",0,11,+","0",",,0,31,+","0.0",",,0,31,+","0.30",",,0,17,","68",",0,24,","159","0","159",",0","0.38",",,,0","0.0",",,,0","59.9",",0","64.6",",,,0","55.2",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1958-08",,,"0","2,0","0",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","2","2,0","0","2,0","49","2,0,12,","0",",,0,31,+","0.0",",,0,31,+","0.00",",,0,31,+","71","2,0,29,+","299","0","140","2,0","0.00",",,,0","0.0",",,,0","60.2","2,0","65.4","2,,,0","54.9","2,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1958-09",,,"22",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","2",",0","43",",0,25,","0",",,0,30,+","0.0",",,0,30,+","0.10",",,0,23,","91",",0,28,","410","0","111",",0","0.18",",,,0","0.0",",,,0","62.0",",0","72.3",",,,0","51.7",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1958-10",,,"0",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","44",",0,26,+","0",",,0,31,+","0.0",",,0,31,+","0.17",",,0,18,","75",",0,10,","661","0","250",",0","0.27",",,,0","0.0",",,,0","56.9",",0","64.8",",,,0","49.0",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1958-11",,,"0",",0","4",",0","4",",0","0",",0","0",",0","0",",0","1",",0","0",",0","2",",0","0",",0","32",",0,17,","0",",,0,30,+","0.0",",,0,30,+","0.16",",,0,10,","70",",0,21,+","987","0","327",",0","0.50",",,,0","0.0",",,,0","54.1",",0","63.9",",,,0","44.3",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1958-12",,,"0",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","39",",0,01,","0",",,0,31,+","0.0",",,0,31,+","1.22",",,0,27,","79",",0,04,","1300","0","313",",0","1.89",",,,0","0.0",",,,0","54.9",",0","64.6",",,,0","45.2",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1959-01","0","0","0","1,0","8",",0","8",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","0",",0","0",",0","34","1,0,04,","0",",,0,31,+","0.0",",,0,31,+","1.70",",,0,06,","68",",0,01,","1678","0","377",",0","5.07",",,,0","0.0",",,,0","52.5","1,0","60.1",",,,0","44.8","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1959-02","0","0","0",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","36",",0,12,","0",",,0,28,+","0.0",",,0,28,+","1.37",",,0,11,","65",",0,06,","2065","0","387",",0","5.64",",,,0","0.0",",,,0","51.2",",0","59.6",",,,0","42.8",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1959-03","0","0","0","3,0","5",",0","3",",0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","9","3,0","0","3,0","39","3,0,20,","0",",,0,31,+","0.0",",,0,31,+","0.22",",,0,30,","77","3,0,04,","2361","0","297","3,0","0.65",",,,0","0.0",",,,0","54.4","3,0","64.4","3,,,0","44.4","3,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1959-04","0","0","0","2,0","1",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","3","2,0","0","2,0","40","2,0,13,","0",",,0,30,+","0.0",",,0,30,+","0.42",",,0,26,","82","2,0,02,","2636","0","275","2,0","0.42",",,,0","0.0",",,,0","55.2","2,0","64.1","2,,,0","46.3","2,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1959-05","0","0","0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","42",",0,15,+","0",",,0,31,+","0.0",",,0,31,+","0.12",",,0,14,","74",",0,08,","2916","0","280",",0","0.36",",,,0","0.0",",,,0","56.0",",0","63.5",",,,0","48.5",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1959-06","0","0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","43",",0,10,","0",",,0,30,+","0.0",",,0,30,+","0.00",",T,0,26,","71",",0,18,","3135","0","219",",0","0.00",",T,,0","0.0",",,,0","57.7",",0","65.2",",,,0","50.2",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1959-07","0","0","0","3,0","0",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0",",0","4",",0","0",",0","46","3,0,08,","0",",,0,31,+","0.0",",,0,31,+","0.00",",,0,31,+","78",",0,10,","155","0","155",",0","0.00",",,,0","0.0",",,,0","59.4","3,0","66.5",",,,0","52.3","3,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1959-08","5","0","4","1,0","3",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","5",",0","0",",0","45","1,0,31,","0",",,0,31,+","0.0",",,0,31,+","0.10",",,0,23,","80",",0,13,","285","0","130",",0","0.21",",,,0","0.0",",,,0","60.8","1,0","67.1",",,,0","54.5","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1959-09","5","0","0","1,0","2",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","9",",0","0",",0","45","1,0,28,","0",",,0,30,+","0.0",",,0,30,+","2.56",",,0,19,","75",",0,01,","433","0","148",",0","3.66",",,,0","0.0",",,,0","59.8","1,0","67.1",",,,0","52.6","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1959-10","16","0","11","1,0","0","2,0","0","2,0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","12","1,0","0","1,0","43","1,0,27,","0",",,0,31,+","0.0",",,0,31,+","0.00","2,,0,31,+","88","1,0,24,","605","0","171","1,0","0.40",",a,,0","0.0",",,,0","59.6","1,0","68.8","1,,,0","50.5","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1959-11",,,,,"0",",0","0",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,30,+","0.0",",,0,30,+","0.00",",,0,30,+",,,,,,,"0.00",",,,0","0.0",",,,0",,,,,,
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1959-12",,,"0","2,0","4",",0","3",",0","0",",0","0",",0","0","2,0","1","2,0","0","2,0","5","2,0","0","2,0","32","2,0,30,","0",",,0,31,+","0.0",",,0,31,+","1.32",",,0,24,","75","2,0,02,",,,"339","2,0","1.97",",,,0","0.0",",,,0","53.3","2,0","62.7","2,,,0","43.9","2,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1960-01","0","0","0",",0","12","2,0","10","2,0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","32",",0,01,","0",",,0,31,+","0.0",",,0,31,+","0.92","2,,0,26,+","63",",0,30,",,,"474",",0","5.29",",a,,0","0.0",",,,0","49.7",",0","56.5",",,,0","43.0",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1960-02","0","0","0",",0","11",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","37",",0,19,","0",",,0,29,+","0.0",",,0,29,+","0.93",",,0,05,","65",",0,07,",,,"386",",0","4.66",",,,0","0.0",",,,0","51.7",",0","59.2",",,,0","44.2",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1960-03","0","0","0",",0","8",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","38",",0,10,","0",",,0,31,+","0.0",",,0,31,+","0.34",",,0,07,","75",",0,17,",,,"350",",0","1.90",",,,0","0.0",",,,0","53.7",",0","60.0",",,,0","47.5",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1960-04","0","0","0",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","39",",0,23,","0",",,0,30,+","0.0",",,0,30,+","0.57",",,0,27,","71",",0,07,+",,,"331",",0","1.27",",,,0","0.0",",,,0","54.0",",0","61.7",",,,0","46.3",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1960-05","0","0","0",",0","4",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","40",",0,22,","0",",,0,31,+","0.0",",,0,31,+","0.22",",,0,24,","70",",0,28,+",,,"300",",0","0.71",",,,0","0.0",",,,0","55.3",",0","62.6",",,,0","48.1",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1960-06","0","0","0","2,0","0",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","4",",0","0",",0","48","2,0,22,+","0",",,0,30,+","0.0",",,0,30,+","0.00",",T,0,29,","83",",0,21,",,,"181",",0","0.00",",T,,0","0.0",",,,0","58.6","2,0","64.8",",,,0","52.3","2,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1960-07","0","0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","42",",0,19,","0",",,0,31,+","0.0",",,0,31,+","0.00",",T,0,29,+","68",",0,14,+","220","0","220",",0","0.00",",T,,0","0.0",",,,0","57.9",",0","63.8",",,,0","51.9",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1960-08","0","0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","46",",0,24,","0",",,0,31,+","0.0",",,0,31,+","0.00",",,0,31,+","68",",0,25,","458","0","238",",0","0.00",",,,0","0.0",",,,0","57.3",",0","63.4",",,,0","51.2",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1960-09","0","0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","46",",0,03,","0",",,0,30,+","0.0",",,0,30,+","0.00",",T,0,30,+","73",",0,10,","677","0","219",",0","0.00",",T,,0","0.0",",,,0","57.7",",0","64.3",",,,0","51.1",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1960-10","0","0","0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","36",",0,16,","0",",,0,31,+","0.0",",,0,31,+","0.75",",,0,06,","82",",0,16,","935","0","257",",0","0.88",",,,0","0.0",",,,0","56.7",",0","65.6",",,,0","47.8",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1960-11","0","0","0",",0","5","4,0","5","4,0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","40",",0,10,","0",",,0,30,+","0.0",",,0,30,+","0.65","4,,0,30,","68",",0,05,","1250","0","315",",0","5.12",",a,,0","0.0",",,,0","54.5",",0","61.4",",,,0","47.6",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1960-12","0","0","0",",0","5",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","36",",0,08,+","0",",,0,31,+","0.0",",,0,31,+","0.60",",,0,02,","70",",0,21,","1610","0","360",",0","1.70",",,,0","0.0",",,,0","53.4",",0","60.9",",,,0","45.9",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1961-01","0","0","0",",0","5","1,0","4","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","34",",0,05,","0",",,0,31,+","0.0",",,0,31,+","1.80","1,,0,26,","69",",0,20,+","1949","0","340",",0","2.98","1,,,0","0.0",",,,0","54.0",",0","61.7",",,,0","46.3",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1961-02","0","0","0",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","37",",0,26,","0",",,0,28,+","0.0",",,0,28,+","0.42",",,0,02,","66",",0,25,+","2301","0","351",",0","1.89",",,,0","0.0",",,,0","52.4",",0","59.5",",,,0","45.4",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1961-03","0","0","0",",0",,,,,"0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","39",",0,03,","0",",,0,31,+","0.0",",,0,31,+",,,"68",",0,29,","2708","0","407",",0",,,"0.0",",,,0","51.9",",0","59.1",",,,0","44.6",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1961-04","0","0","0",",0","1","2,0","1","2,0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","40",",0,24,","0",",,0,30,+","0.0",",,0,30,+","0.15","2,,0,13,","77",",0,06,","3043","0","335",",0","1.06",",a,,0","0.0",",,,0","53.8",",0","61.3",",,,0","46.4",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1961-05","0","0","0",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","43",",0,08,+","0",",,0,31,+","0.0",",,0,31,+","0.69",",,0,19,","67",",0,10,","3336","0","293",",0","1.73",",,,0","0.0",",,,0","55.6",",0","61.6",",,,0","49.5",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1961-06","2","0","2",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","48",",0,30,+","0",",,0,30,+","0.0",",,0,30,+","0.12",",,0,01,","82",",0,15,","3513","0","177",",0","0.22",",,,0","0.0",",,,0","59.2",",0","65.3",",,,0","53.1",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1961-07","2","0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","45",",0,08,","0",",,0,31,+","0.0",",,0,31,+","0.00",",T,0,23,+","71",",0,20,+","180","0","180",",0","0.00",",T,,0","0.0",",,,0","59.2",",0","66.2",",,,0","52.2",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1961-08","4","0","2","2,0","1",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","6",",0","0",",0","50","2,0,31,","0",",,0,31,+","0.0",",,0,31,+","0.10",",,0,27,","73",",0,07,","272","0","92",",0","0.10",",,,0","0.0",",,,0","61.9","2,0","67.2",",,,0","56.6","2,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1961-09","17","0","13","1,0","2",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","6",",0","1",",0","47","1,0,30,+","0",",,0,30,+","0.0",",,0,30,+","0.50",",,0,17,","90",",0,04,","420","0","148",",0","0.57",",,,0","0.0",",,,0","60.4","1,0","68.0",",,,0","52.7","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1961-10","38","0","21",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","1",",0","41",",0,22,","0",",,0,31,+","0.0",",,0,31,+","0.07",",,0,28,","90",",0,16,","649","0","229",",0","0.12",",,,0","0.0",",,,0","58.3",",0","66.9",",,,0","49.7",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1961-11","38","0","0","1,0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","3","1,0","0","1,0","34",",0,17,","0",",,0,30,+","0.0",",,0,30,+","1.40",",,0,20,","74","1,0,06,","1015","0","366","1,0","3.67",",,,0","0.0",",,,0","52.4","1,0","60.2","1,,,0","44.5",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1961-12","38","0","0","1,0","7","3,0","6","3,0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","34",",0,09,+","0",",,0,31,+","0.0",",,0,31,+","1.83","3,,0,02,","63","1,0,24,","1491","0","476","1,0","3.18",",a,,0","0.0",",,,0","49.2","1,0","56.4","1,,,0","42.0",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1962-01","2","0","2","2,0","4","2,0","3","2,0","0","2,0","0","2,0","0","2,0","1","2,0","0",",0","6",",0","0",",0","30","2,0,23,","0","2,,0,31,+","0.0","2,,0,31,+","1.34","2,,0,20,","74",",0,10,","1899","0","408",",0","2.09",",a,,0","0.0","2,,,0","51.1","2,0","59.2",",,,0","43.0","2,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1962-02","2","0","0","3,0","14",",0","13",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","1","1,0","0","1,0","34","2,0,27,+","0",",,0,28,+","0.0",",,0,28,+","1.80",",,0,09,","70","1,0,01,","2275","0","376","1,0","8.64",",,,0","0.0",",,,0","50.0","3,0","55.8","1,,,0","44.2","2,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1962-03","2","0","0",",0","11",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","38",",0,13,+","0",",,0,31,+","0.0",",,0,31,+","1.22",",,0,06,","65",",0,20,","2744","0","469",",0","3.52",",,,0","0.0",",,,0","49.9",",0","56.4",",,,0","43.3",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1962-04","2","0","0","1,0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","3","1,0","0","1,0","40",",0,30,","0",",,0,30,+","0.0",",,0,30,+","0.37",",,0,19,","79","1,0,12,","3087","0","343","1,0","0.82",",,,0","0.0",",,,0","53.1","1,0","61.1","1,,,0","45.2",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1962-05","2","0","0","1,0","3",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","0",",0","0",",0","40","1,0,01,","0",",,0,31,+","0.0",",,0,31,+","0.10",",,0,28,","67",",0,07,","3430","0","342",",0","0.24",",,,0","0.0",",,,0","53.6","1,0","60.2",",,,0","47.0","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1962-06","2","0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","40",",0,04,","0",",,0,30,+","0.0",",,0,30,+","0.00",",,0,30,+","73",",0,20,","3736","0","306",",0","0.00",",,,0","0.0",",,,0","54.8",",0","61.6",",,,0","47.9",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1962-07","2","0","0","1,0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","0",",0","0",",0","43","1,0,02,","0",",,0,31,+","0.0",",,0,31,+","0.00",",,0,31,+","64",",0,19,+","287","0","287",",0","0.00",",,,0","0.0",",,,0","55.4","1,0","61.2",",,,0","49.7","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1962-08","2","0","0","1,0","1","3,0","0","3,0","0",",0","0",",0","0",",0","0",",0","0","1,0","1","1,0","0","1,0","47",",0,27,+","0",",,0,31,+","0.0",",,0,31,+","0.08","3,,0,08,","70","1,0,16,","487","0","200","1,0","0.29",",a,,0","0.0",",,,0","58.3","1,0","64.1","1,,,0","52.4",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1962-09","2","0","0","2,0","3",",0","2",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","0","1,0","0","1,0","48","2,0,19,","0",",,0,30,+","0.0",",,0,30,+","0.32",",,0,29,","69","1,0,26,+","703","0","216","1,0","0.51",",,,0","0.0",",,,0","57.2","2,0","63.2","1,,,0","51.2","2,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1962-10","2","0","0","1,0","8",",0","5",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","5",",0","0",",0","45","1,0,18,+","0",",,0,31,+","0.0",",,0,31,+","4.90",",,0,13,","80",",0,10,","939","0","236",",0","10.97",",,,0","0.0",",,,0","57.1","1,0","65.2",",,,0","49.0","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1962-11","4","0","1",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","35",",0,29,","0",",,0,30,+","0.0",",,0,30,+","0.34",",,0,27,","81",",0,02,","1267","0","327",",0","0.59",",,,0","0.0",",,,0","54.1",",0","62.8",",,,0","45.5",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1962-12","4","0","0","1,0",,,,,"0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","33",",0,25,","0",",,0,31,+","0.0",",,0,31,+",,,"69","1,0,06,","1687","0","420","1,0","3.57",",a,,0","0.0",",,,0","51.1","1,0","57.8","1,,,0","44.4",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1963-01","0","0","0","2,0","3",",0","2",",0","0",",0","0",",0","0","1,0","2","1,0","0","1,0","0","1,0","0","1,0","32","1,0,13,+","0",",,0,31,+","0.0",",,0,31,+","2.18",",,0,31,","66","1,0,14,","2180","0","493","1,0","3.44",",,,0","0.0",",,,0","48.0","2,0","56.2","1,,,0","39.9","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1963-02","0","0","0",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","40",",0,28,+","0",",,0,28,+","0.0",",,0,28,+","1.63",",,0,01,","68",",0,05,+","2472","0","293",",0","3.65",",,,0","0.0",",,,0","54.6",",0","61.1",",,,0","48.0",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1963-03","0","0","0",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","36",",0,04,+","0",",,0,31,+","0.0",",,0,31,+","1.66",",,0,28,","63",",0,05,","2937","0","465",",0","4.33",",,,0","0.0",",,,0","50.0",",0","57.5",",,,0","42.5",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1963-04","0","0","0","1,0",,,,,"0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","39",",0,17,+","0",",,0,30,+","0.0",",,0,30,+",,,"64","1,0,14,","3309","0","371","1,0","5.08",",a,,0","0.0",",,,0","52.2","1,0","58.5","1,,,0","45.9",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1963-05","0","0","0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","40",",0,12,","0",",,0,31,+","0.0",",,0,31,+","0.35",",,0,09,","69",",0,07,","3634","0","325",",0","0.64",",,,0","0.0",",,,0","54.5",",0","59.7",",,,0","49.3",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1963-06",,,,,"0",",0","0",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,30,+","0.0",",,0,30,+","0.00",",,0,30,+",,,,,,,"0.00",",,,0","0.0",",,,0",,,,,,
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1963-07",,,"0","1,0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","0",",0","0",",0","46","1,0,25,","0",",,0,31,+","0.0",",,0,31,+","0.00",",,0,31,+","69",",0,26,+","204","0","204",",0","0.00",",,,0","0.0",",,,0","58.2","1,0","65.0",",,,0","51.4","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1963-08",,,"0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","46",",0,26,+","0",",,0,31,+","0.0",",,0,31,+","0.02",",,0,02,","73",",0,20,","434","0","230",",0","0.03",",,,0","0.0",",,,0","57.6",",0","64.1",",,,0","51.0",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1963-09",,,,,"1",",0","0",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,30,+","0.0",",,0,30,+","0.09",",,0,13,",,,,,,,"0.09",",,,0","0.0",",,,0",,,,,,
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1963-10",,,"0",",0","4",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","43",",0,31,","0",",,0,31,+","0.0",",,0,31,+","1.27",",,0,16,","75",",0,11,",,,"171",",0","2.48",",,,0","0.0",",,,0","59.5",",0","67.5",",,,0","51.5",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1963-11",,,"0",",0","10",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","41",",0,18,","0",",,0,30,+","0.0",",,0,30,+","0.80",",,0,20,","68",",0,13,",,,"288",",0","4.00",",,,0","0.0",",,,0","55.4",",0","62.0",",,,0","48.8",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1963-12",,,"0",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","35",",0,12,","0",",,0,31,+","0.0",",,0,31,+","0.50",",,0,09,","70",",0,31,",,,"412",",0","1.04",",,,0","0.0",",,,0","51.7",",0","62.0",",,,0","41.4",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1964-01","0","0","0",",0","10",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","35",",0,11,","0",",,0,31,+","0.0",",,0,31,+","2.91",",,0,21,","69",",0,05,",,,"484",",0","5.32",",,,0","0.0",",,,0","49.4",",0","59.0",",,,0","39.8",",,,0"
