LocationID,Watershed,EventGUID,ParkCode,ProjectCode,Date,BTime,TTime,Obsv1,Obsv2,Obsv3,USGS_ID,Survey_MONTH,SEASON,BRDYEAR,Weather,Wind,AirTemp,WaterTemp,WaterVis,SvyLength,SvyWidth,AvgD,MaxD,HabType,PercentSubVeg,PercentEmergVeg,PercentOpenWater,DominantSub,DominantEmerg,OtherVeg,tblEvents_Comments,GageHeight,DateEntered,Validation,EventID,SurveyMethodID,WaterSalinity,SalinityMethodID,WaterFlowID,EggCountGUID,SpeciesID,MassID,WaterDepth,EggDepth,Distance,Stranded,AttachType,EggMassStageID,UTMNY_EggObs,UTMEX_EggObs,HorizontalError_m,Lat_EggObs,Long_EggObs,AS_UTMSOURCE,AS_UTMZONE,GPS_ID,tblEggCount_CRLF_Comments,OldMass,NumberofEggMasses
KC01,Kanoff Creek,{9BD15F18-2CA5-4C9A-8D4D-B8AC6D1E4F0B},GOGA,CRLF,2/11/2019,11:22,93,ADS,,,,,,2019,Partial Cloud,3,13.3,4.99,0.15,,,0.36,0.71,Pond,0,65,35,Azolla,Schoenoplectus,Alisma lanceolatum,High turbidity made finding egg masses difficult - some masses may be below visibility level. Some previously flagged masses not present. Some flags not found. Perhaps this is due to storms last week. More rain in forecast. Only certain that one of three,2.52,,TRUE,,2,,,,{9636B930-D1E8-456D-BDA7-62FDF6120E8F},RADR,39,,,,FALSE,,7,4155656.993,543076.089,3,37.5469065,-122.5123555,,,,"About 1.5m south of #5. Mostly hatched, some unhatched/late stage eggs. Tadpoles present among mass. Covered in algae/sediment. May be a previously surveyed mass that moved in storm event, or may have been misssed last survey.",FALSE,1
KC01,Kanoff Creek,{9BD15F18-2CA5-4C9A-8D4D-B8AC6D1E4F0B},GOGA,CRLF,2/11/2019,11:22,93,ADS,,,,,,2019,Partial Cloud,3,13.3,4.99,0.15,,,0.36,0.71,Pond,0,65,35,Azolla,Schoenoplectus,Alisma lanceolatum,High turbidity made finding egg masses difficult - some masses may be below visibility level. Some previously flagged masses not present. Some flags not found. Perhaps this is due to storms last week. More rain in forecast. Only certain that one of three,2.52,,TRUE,,2,,,,{0934F93A-3EA5-47D0-B828-946CCFA47ACA},RADR,29,,,,FALSE,,7,4155655.223,543048.7733,3,37.54689183,-122.5126649,,,,Some eggs undeveloped but most hatched.,TRUE,1
KC01,Kanoff Creek,{9BD15F18-2CA5-4C9A-8D4D-B8AC6D1E4F0B},GOGA,CRLF,2/11/2019,11:22,93,ADS,,,,,,2019,Partial Cloud,3,13.3,4.99,0.15,,,0.36,0.71,Pond,0,65,35,Azolla,Schoenoplectus,Alisma lanceolatum,High turbidity made finding egg masses difficult - some masses may be below visibility level. Some previously flagged masses not present. Some flags not found. Perhaps this is due to storms last week. More rain in forecast. Only certain that one of three,2.52,,TRUE,,2,,,,{674E04E8-5E89-4A5A-AE21-041FC51032BA},RADR,30,,,,FALSE,,7,4155657.122,543047.621,3,37.546909,-122.5126778,,,,Only partial egg mass present,TRUE,1
KC01,Kanoff Creek,{9BD15F18-2CA5-4C9A-8D4D-B8AC6D1E4F0B},GOGA,CRLF,2/11/2019,11:22,93,ADS,,,,,,2019,Partial Cloud,3,13.3,4.99,0.15,,,0.36,0.71,Pond,0,65,35,Azolla,Schoenoplectus,Alisma lanceolatum,High turbidity made finding egg masses difficult - some masses may be below visibility level. Some previously flagged masses not present. Some flags not found. Perhaps this is due to storms last week. More rain in forecast. Only certain that one of three,2.52,,TRUE,,2,,,,{2C3244CD-E750-4816-B22F-566B59F0340A},RADR,3,,,,FALSE,,1,4155654.672,543078.7773,32,37.54688546,-122.5123252,,,,Egg mass no longer here,TRUE,0
KC01,Kanoff Creek,{9BD15F18-2CA5-4C9A-8D4D-B8AC6D1E4F0B},GOGA,CRLF,2/11/2019,11:22,93,ADS,,,,,,2019,Partial Cloud,3,13.3,4.99,0.15,,,0.36,0.71,Pond,0,65,35,Azolla,Schoenoplectus,Alisma lanceolatum,High turbidity made finding egg masses difficult - some masses may be below visibility level. Some previously flagged masses not present. Some flags not found. Perhaps this is due to storms last week. More rain in forecast. Only certain that one of three,2.52,,TRUE,,2,,,,{D7FCD84D-F104-4C42-9B1C-EDD611EF43AE},RADR,9,,,,FALSE,,,4155669.256,543071.1933,4,37.54701726,-122.5124102,,,,No egg masses present,TRUE,0
KC01,Kanoff Creek,{9BD769F8-152F-43E4-A916-30667CC6B5DB},GOGA,CRLF,12/21/2014,11:00,65,SB,CM,,,12,Winter,2015,Overcast,1,20.6,,0.16,41,,0.45,0.7,Pond,1,70,29,"azolla, grasses","willow, tule, typha, scirups",,"Pass 1 clockwise outside of water, Pass 2 counter clockwise outside of water. Pass 3 clockwise in water. Heard 1 CRLF and tons of HYRE calls. Saw tadpoles (unidentified) 12. Did not walk through corrider by staff gauge due to poor visibility. Very conserv",2.54,,TRUE,,,,,,{030F3996-8E0B-46EA-8B2B-89E314E32882},RADR,7,52,52,,FALSE,Cattail,3,,,,,,,,,,FALSE,1
KC01,Kanoff Creek,{9BD769F8-152F-43E4-A916-30667CC6B5DB},GOGA,CRLF,12/21/2014,11:00,65,SB,CM,,,12,Winter,2015,Overcast,1,20.6,,0.16,41,,0.45,0.7,Pond,1,70,29,"azolla, grasses","willow, tule, typha, scirups",,"Pass 1 clockwise outside of water, Pass 2 counter clockwise outside of water. Pass 3 clockwise in water. Heard 1 CRLF and tons of HYRE calls. Saw tadpoles (unidentified) 12. Did not walk through corrider by staff gauge due to poor visibility. Very conserv",2.54,,TRUE,,,,,,{1F3383B5-2868-4882-88B5-0293F12FD5C3},RADR,9,42,39,,FALSE,Cattail,6,,,,,,,,,seen on 3rd pass from outside water,FALSE,1
KC01,Kanoff Creek,{9BD769F8-152F-43E4-A916-30667CC6B5DB},GOGA,CRLF,12/21/2014,11:00,65,SB,CM,,,12,Winter,2015,Overcast,1,20.6,,0.16,41,,0.45,0.7,Pond,1,70,29,"azolla, grasses","willow, tule, typha, scirups",,"Pass 1 clockwise outside of water, Pass 2 counter clockwise outside of water. Pass 3 clockwise in water. Heard 1 CRLF and tons of HYRE calls. Saw tadpoles (unidentified) 12. Did not walk through corrider by staff gauge due to poor visibility. Very conserv",2.54,,TRUE,,,,,,{E8AC24F5-10E9-48ED-97F9-3207451A529F},RADR,11,61,65,,FALSE,Three Square,6,,,,,,,,,30% out of water,FALSE,1
KC01,Kanoff Creek,{9BD769F8-152F-43E4-A916-30667CC6B5DB},GOGA,CRLF,12/21/2014,11:00,65,SB,CM,,,12,Winter,2015,Overcast,1,20.6,,0.16,41,,0.45,0.7,Pond,1,70,29,"azolla, grasses","willow, tule, typha, scirups",,"Pass 1 clockwise outside of water, Pass 2 counter clockwise outside of water. Pass 3 clockwise in water. Heard 1 CRLF and tons of HYRE calls. Saw tadpoles (unidentified) 12. Did not walk through corrider by staff gauge due to poor visibility. Very conserv",2.54,,TRUE,,,,,,{AA6EAE46-7174-4C91-A741-B1BE395C9A21},RADR,4,35,35,,FALSE,Cattail,3,,,,,,,,,,FALSE,1
KC01,Kanoff Creek,{9BD769F8-152F-43E4-A916-30667CC6B5DB},GOGA,CRLF,12/21/2014,11:00,65,SB,CM,,,12,Winter,2015,Overcast,1,20.6,,0.16,41,,0.45,0.7,Pond,1,70,29,"azolla, grasses","willow, tule, typha, scirups",,"Pass 1 clockwise outside of water, Pass 2 counter clockwise outside of water. Pass 3 clockwise in water. Heard 1 CRLF and tons of HYRE calls. Saw tadpoles (unidentified) 12. Did not walk through corrider by staff gauge due to poor visibility. Very conserv",2.54,,TRUE,,,,,,{6F163253-1137-4C22-873D-25A2D0F2037C},RADR,6,44,44,,FALSE,Cattail,3,,,,,,,,,,FALSE,1
KC01,Kanoff Creek,{9BD769F8-152F-43E4-A916-30667CC6B5DB},GOGA,CRLF,12/21/2014,11:00,65,SB,CM,,,12,Winter,2015,Overcast,1,20.6,,0.16,41,,0.45,0.7,Pond,1,70,29,"azolla, grasses","willow, tule, typha, scirups",,"Pass 1 clockwise outside of water, Pass 2 counter clockwise outside of water. Pass 3 clockwise in water. Heard 1 CRLF and tons of HYRE calls. Saw tadpoles (unidentified) 12. Did not walk through corrider by staff gauge due to poor visibility. Very conserv",2.54,,TRUE,,,,,,{47B0E95E-109F-4985-81F6-ADE81D56BA7E},RADR,3,19,17,,FALSE,Cattail,3,,,,,,,,,,FALSE,1
KC01,Kanoff Creek,{9BD769F8-152F-43E4-A916-30667CC6B5DB},GOGA,CRLF,12/21/2014,11:00,65,SB,CM,,,12,Winter,2015,Overcast,1,20.6,,0.16,41,,0.45,0.7,Pond,1,70,29,"azolla, grasses","willow, tule, typha, scirups",,"Pass 1 clockwise outside of water, Pass 2 counter clockwise outside of water. Pass 3 clockwise in water. Heard 1 CRLF and tons of HYRE calls. Saw tadpoles (unidentified) 12. Did not walk through corrider by staff gauge due to poor visibility. Very conserv",2.54,,TRUE,,,,,,{56CE46A0-69AD-40E9-A37E-36CC3D2B3D8C},RADR,5,41,41,,FALSE,Cattail,4,,,,,,,,,,FALSE,1
KC01,Kanoff Creek,{9BD769F8-152F-43E4-A916-30667CC6B5DB},GOGA,CRLF,12/21/2014,11:00,65,SB,CM,,,12,Winter,2015,Overcast,1,20.6,,0.16,41,,0.45,0.7,Pond,1,70,29,"azolla, grasses","willow, tule, typha, scirups",,"Pass 1 clockwise outside of water, Pass 2 counter clockwise outside of water. Pass 3 clockwise in water. Heard 1 CRLF and tons of HYRE calls. Saw tadpoles (unidentified) 12. Did not walk through corrider by staff gauge due to poor visibility. Very conserv",2.54,,TRUE,,,,,,{368FDD3B-3741-4ADC-820E-F98F3B386487},RADR,2,26,26,,FALSE,Tule,3,,,,,,,,,,FALSE,1
KC01,Kanoff Creek,{9BD769F8-152F-43E4-A916-30667CC6B5DB},GOGA,CRLF,12/21/2014,11:00,65,SB,CM,,,12,Winter,2015,Overcast,1,20.6,,0.16,41,,0.45,0.7,Pond,1,70,29,"azolla, grasses","willow, tule, typha, scirups",,"Pass 1 clockwise outside of water, Pass 2 counter clockwise outside of water. Pass 3 clockwise in water. Heard 1 CRLF and tons of HYRE calls. Saw tadpoles (unidentified) 12. Did not walk through corrider by staff gauge due to poor visibility. Very conserv",2.54,,TRUE,,,,,,{71B1F9E4-3329-440D-8EAA-1907F51FEF19},RADR,10,46,42,,FALSE,Tule,3,,,,,,,,,,FALSE,1
KC01,Kanoff Creek,{9BD769F8-152F-43E4-A916-30667CC6B5DB},GOGA,CRLF,12/21/2014,11:00,65,SB,CM,,,12,Winter,2015,Overcast,1,20.6,,0.16,41,,0.45,0.7,Pond,1,70,29,"azolla, grasses","willow, tule, typha, scirups",,"Pass 1 clockwise outside of water, Pass 2 counter clockwise outside of water. Pass 3 clockwise in water. Heard 1 CRLF and tons of HYRE calls. Saw tadpoles (unidentified) 12. Did not walk through corrider by staff gauge due to poor visibility. Very conserv",2.54,,TRUE,,,,,,{1EF7D0F5-BA47-4390-9AAD-A8D35BF3F34A},RADR,8,46,46,,FALSE,Cattail,3,,,,,,,,,,FALSE,1
KC01,Kanoff Creek,{9BD769F8-152F-43E4-A916-30667CC6B5DB},GOGA,CRLF,12/21/2014,11:00,65,SB,CM,,,12,Winter,2015,Overcast,1,20.6,,0.16,41,,0.45,0.7,Pond,1,70,29,"azolla, grasses","willow, tule, typha, scirups",,"Pass 1 clockwise outside of water, Pass 2 counter clockwise outside of water. Pass 3 clockwise in water. Heard 1 CRLF and tons of HYRE calls. Saw tadpoles (unidentified) 12. Did not walk through corrider by staff gauge due to poor visibility. Very conserv",2.54,,TRUE,,,,,,{DB58A795-1DAC-4CA9-BCB0-ED3EF9A56876},RADR,1,20,20,,FALSE,Tule,3,,,,,,,,,,FALSE,1
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{036EA84F-FCC1-48B1-B181-AA1EB8D4734C},RADR,30,,,,FALSE,,9,4155647.759,543083.2896,4,37.54682293,-122.5122746,,,0,,TRUE,1
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{04382348-C9E5-45FF-AE3E-47A8BB163EB6},RADR,36,,,,FALSE,,7,4155671.21,543064.9368,4,37.54703516,-122.5124809,,,0,,TRUE,1
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{08D7F7CB-B5E0-452E-AEDE-AE9D80F28779},RADR,40,,,,FALSE,,6,4155661.782,543073.7515,4,37.54694977,-122.5123817,,,0,several dead,TRUE,1
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{13F26EC0-E848-46CA-A736-3C5CD99A2D5F},RADR,15,,,,FALSE,,7,4155653.501,543076.1583,4,37.54687502,-122.512355,,,0,,TRUE,1
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{1936E7F6-C886-4DFF-8CA9-CA52BCDB95D9},RADR,17,,,,FALSE,,,4155665.861,543072.2109,4,37.54698661,-122.5123989,,,0,,TRUE,0
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{2507901D-903A-4076-B007-8076013AA7BD},RADR,26,,,,FALSE,,,4155658.827,543043.5835,4,37.54692455,-122.5127234,,,0,,TRUE,0
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{287AE876-1C01-4303-AAF1-FB2344FAC4E3},RADR,41,,,,FALSE,,6,4155661.778,543076.3027,4,37.54694962,-122.5123528,,,0,,TRUE,1
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{33D22B43-69F3-452A-9B17-F9A2B8F64F98},RADR,4,,,,FALSE,,7,4155658.709,543075.8124,4,37.54692198,-122.5123586,,,0,,TRUE,2
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{3C321297-32FE-4926-9FDC-907BD399A70F},RADR,9,,,,FALSE,,,4155670.854,543069.481,4,37.54703174,-122.5124295,,,0,,TRUE,0
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{574F2A1A-4AD0-4187-AA87-6FAC0CE4BAA8},RADR,45,,,,FALSE,,9,4155637.327,543056.1161,4,37.54673018,-122.5125828,,,0,,TRUE,1
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{57695EE8-50E8-4A40-91CD-1247860DD3DF},RADR,34,,,,FALSE,,7,4155671.631,543067.1917,4,37.54703885,-122.5124554,,,0,,TRUE,1
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{61982DA9-1E8B-43C8-91F5-84AFEC6CA8AC},RADR,22,,,,FALSE,,,4155671.906,543071.2458,4,37.54704114,-122.5124095,,,0,,TRUE,0
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{62D39AF2-34FF-4785-AC51-EBF377821D93},RADR,19,,,,FALSE,,,4155669.319,543072.1241,4,37.54701778,-122.5123997,,,0,,TRUE,0
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{65126F45-0ACF-40A2-BD5A-3731424C7132},RADR,6,,,,FALSE,,,4155661.972,543073.3538,4,37.5469515,-122.5123862,,,0,,TRUE,0
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{66248FD4-3B2D-4818-96F2-3FFE886900D9},RADR,38,,,,FALSE,,9,4155658.828,543043.5632,4,37.54692456,-122.5127236,,,0,,TRUE,1
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{69530DF6-9425-4120-9641-A9CC2EEDF43A},RADR,28,,,,FALSE,,7,4155644.664,543075.5761,4,37.5467954,-122.5123621,,,0,,TRUE,1
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{70595614-94D1-4BBD-8C4E-EF6A6EAC0464},RADR,8,,,,FALSE,,,4155669.507,543072.23,4,37.54701947,-122.5123985,,,0,,TRUE,0
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{7225D80B-1864-4A9C-9022-2E5A01088349},RADR,18,,,,FALSE,,,4155669.034,543070.478,4,37.54701529,-122.5124183,,,0,,TRUE,0
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{78E4D214-9A4F-4661-9743-34F4DEE42AF4},RADR,42,,,,FALSE,,6,4155669.887,543071.4303,4,37.54702293,-122.5124075,,,0,,TRUE,2
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{79BAF365-566B-414E-B5F2-8C2F26BCADB8},RADR,39,,,,FALSE,,9,4155650.623,543077.4162,4,37.54684902,-122.5123409,,,0,,TRUE,1
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{82947859-7545-47ED-8CC4-73F0B26B1C7D},RADR,7,,,,FALSE,,,4155665.844,543072.0997,4,37.54698646,-122.5124002,,,0,,TRUE,0
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{891C6692-E5C3-4D1D-A7C1-E933CC19D7CC},RADR,23,,,,FALSE,,,4155672.95,543067.8685,4,37.54705071,-122.5124477,,,0,,TRUE,0
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{8EE03841-629B-4910-8C4F-E1B91B04C6ED},RADR,33,,,,FALSE,,9,4155658.698,543075.8408,4,37.54692188,-122.5123582,,,0,,TRUE,1
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{92248A71-1D3D-4B73-A83B-2F14065135EF},RADR,21,,,,FALSE,,,4155669.497,543072.2159,4,37.54701938,-122.5123986,,,0,,TRUE,0
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{9A6C1C28-9256-4D28-8412-8E110125FEFB},RADR,44,,,,FALSE,,9,4155671.248,543060.1187,4,37.54703573,-122.5125355,,,0,very broken up,TRUE,1
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{A351D030-A5E3-48AB-A77B-420179FE4D96},RADR,20,,,,FALSE,,,4155670.364,543071.707,4,37.54702722,-122.5124044,,,0,,TRUE,0
KC01,Kanoff Creek,{9C2CC1B1-CABB-4F99-A28B-8790DE4C6763},GOGA,CRLF,2/19/2020,10:00,41,EWr,,,,,,2020,Clear,1,12.9,10.1,0.4,100,5,0.4,0.7,MeadowWetland,,,,,,,"Hannah Miller, Moses Alvarez and Maggie Montenegro surveyed. Over 500 tadpoles observed, a mix between Pseudacris sierra and Rana draytonii",2.6,,TRUE,,2,,,1,{B0AD19AC-71C7-4329-AD62-70E199B00033},RADR,14,,,,FALSE,,,4155669.763,543072.1253,4,37.54702178,-122.5123997,,,0,,TRUE,0
